filename,width,height,area,aspect_ratio,mean_intensity,std_intensity,severity
img-124.jpg,119,121,14399,0.983,135.7,32.38,Low
img-124.jpg,41,29,1189,1.414,182.85,22.73,Low
img-124.jpg,88,113,9944,0.779,183.67,15.97,Low
img-124.jpg,90,59,5310,1.525,156.79,33.96,Low
img-124.jpg,36,25,900,1.44,179.56,16.95,Low
img-125.jpg,168,108,18144,1.556,117.0,36.44,Low
img-125.jpg,92,34,3128,2.706,130.43,34.1,Low
img-125.jpg,95,39,3705,2.436,140.7,34.66,Low
img-126.jpg,235,132,31020,1.78,148.27,23.71,Medium
img-126.jpg,81,64,5184,1.266,144.3,15.9,Low
img-126.jpg,48,26,1248,1.846,141.42,16.78,Low
img-127.jpg,180,92,16560,1.957,139.28,23.41,Medium
img-127.jpg,105,82,8610,1.28,130.03,25.6,Medium
img-127.jpg,183,135,24705,1.356,131.45,21.08,Low
img-128.jpg,168,196,32928,0.857,142.41,23.65,Medium
img-129.jpg,103,89,9167,1.157,147.44,24.7,Low
img-129.jpg,98,53,5194,1.849,143.95,24.85,Low
img-13.jpg,236,145,34220,1.628,146.03,19.18,Medium
img-13.jpg,230,69,15870,3.333,149.44,20.57,Medium
img-13.jpg,104,38,3952,2.737,146.62,17.01,Low
img-13.jpg,74,28,2072,2.643,153.22,20.58,Medium
img-130.jpg,131,70,9170,1.871,151.54,37.77,Medium
img-130.jpg,48,35,1680,1.371,158.58,33.58,Low
img-131.jpg,103,88,9064,1.17,156.86,34.73,Medium
img-132.jpg,487,212,103244,2.297,90.45,26.21,Medium
img-132.jpg,45,41,1845,1.098,94.06,29.83,Low
img-133.jpg,131,61,7991,2.148,142.8,20.63,Medium
img-134.jpg,132,125,16500,1.056,149.02,27.15,Medium
img-134.jpg,90,80,7200,1.125,154.04,19.89,Low
img-135.jpg,371,196,72716,1.893,150.13,35.63,Medium
img-135.jpg,105,78,8190,1.346,134.89,40.63,Low
img-135.jpg,207,89,18423,2.326,149.08,31.55,Medium
img-135.jpg,84,49,4116,1.714,155.48,29.65,Low
img-136.jpg,110,129,14190,0.853,134.34,42.04,Medium
img-137.jpg,162,142,23004,1.141,148.74,39.8,Medium
img-138.jpg,114,56,6384,2.036,149.61,44.68,Medium
img-139.jpg,151,137,20687,1.102,115.01,45.9,Medium
img-14.jpg,492,278,136776,1.77,149.95,39.96,Medium
img-14.jpg,107,62,6634,1.726,143.18,39.93,Low
img-140.jpg,201,147,29547,1.367,125.41,41.54,Low
img-140.jpg,255,114,29070,2.237,129.28,40.56,Medium
img-141.jpg,104,79,8216,1.316,149.67,29.59,Low
img-141.jpg,144,105,15120,1.371,149.85,29.46,Low
img-141.jpg,118,87,10266,1.356,149.39,29.89,Low
img-141.jpg,141,111,15651,1.27,157.82,25.98,Low
img-142.jpg,357,98,34986,3.643,170.29,40.54,Medium
img-143.jpg,166,108,17928,1.537,142.18,23.87,Low
img-144.jpg,170,110,18700,1.545,131.28,28.23,Medium
img-144.jpg,72,45,3240,1.6,151.15,28.12,Low
img-145.jpg,147,91,13377,1.615,139.82,42.48,Low
img-146.jpg,286,168,48048,1.702,142.36,16.93,Medium
img-147.jpg,98,119,11662,0.824,141.29,45.85,Medium
img-147.jpg,66,58,3828,1.138,157.76,41.47,Low
img-148.jpg,131,137,17947,0.956,120.68,35.19,Medium
img-148.jpg,57,40,2280,1.425,92.95,18.99,Low
img-149.jpg,311,118,36698,2.636,120.71,49.76,Medium
img-15.jpg,213,111,23643,1.919,154.22,32.32,Medium
img-150.jpg,343,121,41503,2.835,141.05,22.59,Medium
img-151.jpg,214,140,29960,1.529,148.85,16.96,Low
img-152.jpg,82,44,3608,1.864,134.91,28.83,Low
img-152.jpg,187,56,10472,3.339,134.62,30.64,Low
img-152.jpg,123,59,7257,2.085,139.96,31.26,Low
img-152.jpg,114,85,9690,1.341,137.98,31.76,Low
img-152.jpg,89,54,4806,1.648,138.07,27.71,Low
img-153.jpg,128,90,11520,1.422,153.0,32.12,Low
img-154.jpg,445,400,178000,1.113,123.3,42.36,Medium
img-155.jpg,163,130,21190,1.254,132.32,25.94,Medium
img-155.jpg,126,134,16884,0.94,140.15,23.68,Low
img-155.jpg,62,63,3906,0.984,152.11,23.49,Low
img-156.jpg,248,170,42160,1.459,140.6,30.37,Medium
img-156.jpg,125,48,6000,2.604,147.87,23.36,Low
img-157.jpg,194,119,23086,1.63,152.16,20.31,Medium
img-157.jpg,64,34,2176,1.882,152.17,17.12,Low
img-158.jpg,165,117,19305,1.41,89.8,29.2,Medium
img-158.jpg,135,85,11475,1.588,89.84,23.3,Low
img-159.jpg,133,103,13699,1.291,137.71,25.06,Medium
img-159.jpg,58,43,2494,1.349,126.29,28.71,Low
img-159.jpg,121,86,10406,1.407,149.29,19.07,Low
img-16.jpg,194,181,35114,1.072,160.61,27.78,Medium
img-160.jpg,192,164,31488,1.171,174.58,25.89,Low
img-160.jpg,152,139,21128,1.094,157.76,34.6,Low
img-160.jpg,210,146,30660,1.438,142.65,41.74,Low
img-160.jpg,112,101,11312,1.109,163.65,34.58,Low
img-161.jpg,139,94,13066,1.479,165.19,30.9,Medium
img-162.jpg,259,140,36260,1.85,140.34,16.83,Medium
img-163.jpg,260,205,53300,1.268,160.99,29.06,Medium
img-163.jpg,58,51,2958,1.137,160.55,28.91,Low
img-164.jpg,269,138,37122,1.949,157.32,31.47,High
img-165.jpg,261,135,35235,1.933,139.71,30.65,Medium
img-166.jpg,218,152,33136,1.434,101.57,28.17,Medium
img-166.jpg,55,53,2915,1.038,108.7,34.21,Low
img-167.jpg,191,144,27504,1.326,127.7,25.58,Medium
img-167.jpg,155,97,15035,1.598,130.58,22.53,Low
img-167.jpg,74,28,2072,2.643,165.52,29.12,Low
img-168.jpg,233,96,22368,2.427,150.16,33.27,Medium
img-168.jpg,67,44,2948,1.523,156.67,21.53,Low
img-169.jpg,311,159,49449,1.956,117.18,23.73,Medium
img-17.jpg,292,194,56648,1.505,98.04,27.66,Medium
img-17.jpg,153,119,18207,1.286,102.19,22.44,Low
img-170.jpg,99,48,4752,2.062,100.03,17.3,Low
img-170.jpg,147,94,13818,1.564,96.17,19.75,Low
img-171.jpg,241,156,37596,1.545,146.73,40.24,Medium
img-172.jpg,176,74,13024,2.378,111.1,34.13,Low
img-172.jpg,92,89,8188,1.034,113.32,28.38,Low
img-172.jpg,77,60,4620,1.283,115.6,36.74,Low
img-172.jpg,133,38,5054,3.5,141.18,33.23,Low
img-172.jpg,353,216,76248,1.634,151.06,43.79,Medium
img-173.jpg,262,108,28296,2.426,98.86,41.04,Medium
img-173.jpg,298,93,27714,3.204,102.19,38.03,Medium
img-174.jpg,274,133,36442,2.06,144.46,26.81,Medium
img-175.jpg,227,208,47216,1.091,126.01,37.92,Medium
img-175.jpg,143,192,27456,0.745,130.09,38.38,Medium
img-175.jpg,82,77,6314,1.065,114.68,26.14,Low
img-176.jpg,197,118,23246,1.669,143.58,22.91,Medium
img-176.jpg,110,70,7700,1.571,146.71,22.52,Low
img-177.jpg,189,118,22302,1.602,129.73,47.55,Medium
img-178.jpg,192,102,19584,1.882,145.4,25.41,Medium
img-178.jpg,151,79,11929,1.911,142.21,20.87,Low
img-178.jpg,77,65,5005,1.185,148.41,21.73,Low
img-179.jpg,162,219,35478,0.74,129.19,49.5,Medium
img-179.jpg,95,162,15390,0.586,147.05,49.37,Low
img-179.jpg,121,136,16456,0.89,110.13,40.73,Low
img-179.jpg,107,113,12091,0.947,115.54,36.13,Low
img-179.jpg,100,67,6700,1.493,115.34,36.11,Low
img-18.jpg,136,86,11696,1.581,153.74,17.17,Medium
img-18.jpg,178,89,15842,2.0,155.14,18.07,Medium
img-18.jpg,84,59,4956,1.424,155.45,25.04,Low
img-18.jpg,92,44,4048,2.091,148.47,20.34,Low
img-18.jpg,52,31,1612,1.677,153.07,21.83,Low
img-180.jpg,289,142,41038,2.035,116.76,57.29,Medium
img-181.jpg,175,122,21350,1.434,142.63,27.65,Medium
img-182.jpg,158,155,24490,1.019,143.41,25.52,Medium
img-182.jpg,99,95,9405,1.042,153.54,22.9,Low
img-182.jpg,134,73,9782,1.836,123.73,19.22,Low
img-183.jpg,314,242,75988,1.298,150.06,22.78,Medium
img-184.jpg,29,10,290,2.9,153.63,22.78,Low
img-184.jpg,36,22,792,1.636,176.59,11.99,Low
img-184.jpg,54,24,1296,2.25,178.19,15.8,Low
img-184.jpg,33,10,330,3.3,154.38,22.18,Low
img-184.jpg,27,11,297,2.455,185.61,37.79,Low
img-184.jpg,35,10,350,3.5,104.06,27.16,Low
img-184.jpg,23,4,92,5.75,79.95,4.16,Low
img-184.jpg,16,10,160,1.6,78.41,8.65,Low
img-184.jpg,94,67,6298,1.403,145.26,17.14,Medium
img-184.jpg,28,19,532,1.474,153.11,14.89,Low
img-184.jpg,41,34,1394,1.206,178.57,21.4,Low
img-185.jpg,222,207,45954,1.072,132.01,48.39,High
img-186.jpg,290,137,39730,2.117,138.26,38.61,High
img-186.jpg,243,122,29646,1.992,138.65,34.31,Medium
img-187.jpg,239,138,32982,1.732,146.97,26.68,Medium
img-188.jpg,144,102,14688,1.412,148.29,25.97,Medium
img-188.jpg,131,89,11659,1.472,136.89,29.5,Medium
img-188.jpg,156,92,14352,1.696,140.13,23.98,Low
img-189.jpg,207,134,27738,1.545,135.17,23.64,Medium
img-19.jpg,147,112,16464,1.312,142.09,21.06,Medium
img-19.jpg,135,91,12285,1.484,144.45,21.47,Medium
img-190.jpg,311,190,59090,1.637,146.94,17.92,Medium
img-190.jpg,158,87,13746,1.816,137.4,19.91,Medium
img-191.jpg,196,159,31164,1.233,147.39,28.03,Medium
img-191.jpg,121,60,7260,2.017,148.09,27.93,Medium
img-191.jpg,72,44,3168,1.636,141.46,30.39,Low
img-192.jpg,139,103,14317,1.35,109.75,48.05,Medium
img-193.jpg,89,53,4717,1.679,124.81,28.72,Medium
img-193.jpg,72,38,2736,1.895,129.11,31.48,Low
img-194.jpg,208,129,26832,1.612,149.8,23.28,Medium
img-195.jpg,159,72,11448,2.208,151.61,19.56,Medium
img-195.jpg,255,215,54825,1.186,145.31,20.8,Medium
img-196.jpg,216,115,24840,1.878,159.27,34.48,Medium
img-196.jpg,65,38,2470,1.711,174.87,23.95,Low
img-196.jpg,161,76,12236,2.118,165.78,24.83,Low
img-197.jpg,147,97,14259,1.515,148.91,30.11,Medium
img-197.jpg,80,55,4400,1.455,150.24,31.89,Medium
img-197.jpg,159,124,19716,1.282,145.86,30.49,Medium
img-198.jpg,155,53,8215,2.925,160.61,26.85,Low
img-198.jpg,227,83,18841,2.735,151.18,34.33,Medium
img-198.jpg,50,40,2000,1.25,134.94,35.08,Low
img-198.jpg,230,105,24150,2.19,156.17,35.64,Medium
img-199.jpg,182,240,43680,0.758,133.19,32.19,Medium
img-199.jpg,109,94,10246,1.16,139.12,30.73,Low
img-2.jpg,151,91,13741,1.659,89.37,24.99,Medium
img-2.jpg,99,83,8217,1.193,89.07,21.64,Low
img-2.jpg,67,80,5360,0.838,102.27,18.16,Low
img-20.jpg,114,65,7410,1.754,102.05,20.71,Low
img-20.jpg,62,44,2728,1.409,114.34,18.01,Low
img-20.jpg,165,121,19965,1.364,99.32,29.93,Medium
img-200.jpg,86,45,3870,1.911,155.1,22.76,Low
img-200.jpg,133,73,9709,1.822,153.89,22.0,Low
img-200.jpg,103,67,6901,1.537,153.99,20.63,Low
img-200.jpg,55,64,3520,0.859,156.6,17.69,Low
img-201.jpg,370,292,108040,1.267,161.64,32.37,Medium
img-202.jpg,80,77,6160,1.039,154.33,24.22,Low
img-202.jpg,123,80,9840,1.538,152.51,24.21,Low
img-202.jpg,111,56,6216,1.982,153.68,24.47,Low
img-202.jpg,86,111,9546,0.775,159.8,21.71,Low
img-202.jpg,52,55,2860,0.945,147.96,22.78,Low
img-202.jpg,56,108,6048,0.519,140.22,19.47,Low
img-202.jpg,73,48,3504,1.521,136.13,21.37,Low
img-203.jpg,240,107,25680,2.243,153.78,30.17,Low
img-203.jpg,65,64,4160,1.016,144.33,28.7,Low
img-203.jpg,201,94,18894,2.138,149.26,27.09,Low
img-204.jpg,168,140,23520,1.2,136.11,29.07,Low
img-204.jpg,166,138,22908,1.203,134.63,30.34,Low
img-205.jpg,441,218,96138,2.023,138.5,49.93,Medium
img-205.jpg,326,195,63570,1.672,118.55,38.76,Low
img-206.jpg,271,173,46883,1.566,140.4,30.3,Medium
img-206.jpg,161,62,9982,2.597,118.77,25.75,Low
img-207.jpg,371,234,86814,1.585,93.5,57.48,Medium
img-207.jpg,165,150,24750,1.1,157.47,60.33,Low
img-208.jpg,159,136,21624,1.169,143.04,22.19,Low
img-208.jpg,118,143,16874,0.825,136.68,19.34,Low
img-208.jpg,148,147,21756,1.007,140.1,20.86,Low
img-209.jpg,210,193,40530,1.088,128.13,46.64,Medium
img-21.jpg,260,272,70720,0.956,150.46,35.78,Medium
img-21.jpg,157,124,19468,1.266,123.4,38.79,Low
img-210.jpg,324,332,107568,0.976,144.91,35.62,High
img-210.jpg,121,87,10527,1.391,124.41,28.55,Low
img-211.jpg,298,176,52448,1.693,153.8,18.07,Medium
img-212.jpg,201,186,37386,1.081,137.91,20.2,Medium
img-213.jpg,228,202,46056,1.129,79.77,30.06,Medium
img-214.jpg,146,117,17082,1.248,155.05,30.24,Medium
img-215.jpg,158,171,27018,0.924,139.65,25.0,Medium
img-216.jpg,183,91,16653,2.011,110.27,25.33,Low
img-216.jpg,145,87,12615,1.667,153.33,43.49,Low
img-216.jpg,97,54,5238,1.796,128.37,25.91,Low
img-217.jpg,95,103,9785,0.922,149.84,46.56,Medium
img-217.jpg,85,75,6375,1.133,164.12,39.88,Low
img-218.jpg,158,171,27018,0.924,129.91,20.08,Medium
img-218.jpg,96,48,4608,2.0,182.65,30.58,Low
img-219.jpg,302,138,41676,2.188,118.06,25.82,Medium
img-22.jpg,165,254,41910,0.65,143.01,31.23,Medium
img-220.jpg,270,174,46980,1.552,92.8,40.86,Medium
img-220.jpg,167,76,12692,2.197,170.44,34.05,Medium
img-221.jpg,130,86,11180,1.512,138.54,34.82,Medium
img-221.jpg,43,37,1591,1.162,138.96,33.23,Medium
img-222.jpg,191,275,52525,0.695,143.65,23.85,Medium
img-223.jpg,109,113,12317,0.965,142.99,28.48,Medium
img-224.jpg,206,171,35226,1.205,140.97,23.36,Medium
img-225.jpg,38,20,760,1.9,148.67,14.73,Low
img-225.jpg,102,76,7752,1.342,144.97,19.75,Medium
img-225.jpg,63,30,1890,2.1,159.66,10.2,Low
img-225.jpg,30,19,570,1.579,164.92,12.05,Low
img-226.jpg,247,166,41002,1.488,147.69,16.12,Medium
img-227.jpg,267,128,34176,2.086,147.52,29.12,Medium
img-227.jpg,694,181,125614,3.834,119.66,36.29,High
img-228.jpg,230,198,45540,1.162,136.64,24.36,Medium
img-229.jpg,120,70,8400,1.714,177.04,22.0,Low
img-229.jpg,170,110,18700,1.545,170.34,27.5,Medium
img-229.jpg,123,123,15129,1.0,131.55,36.34,Low
img-23.jpg,432,149,64368,2.899,153.25,36.41,High
img-23.jpg,54,26,1404,2.077,159.86,30.98,Low
img-23.jpg,67,40,2680,1.675,168.91,20.98,Low
img-23.jpg,170,160,27200,1.062,154.01,29.2,Low
img-23.jpg,159,51,8109,3.118,123.41,36.19,Low
img-230.jpg,224,121,27104,1.851,110.02,40.93,Medium
img-230.jpg,86,33,2838,2.606,101.03,32.29,Medium
img-230.jpg,71,24,1704,2.958,95.6,23.92,Low
img-231.jpg,238,171,40698,1.392,153.03,35.35,Medium
img-231.jpg,86,30,2580,2.867,164.3,26.71,Low
img-232.jpg,93,76,7068,1.224,118.74,28.71,Low
img-232.jpg,170,169,28730,1.006,98.5,31.07,Low
img-232.jpg,43,27,1161,1.593,95.02,14.98,Low
img-232.jpg,66,41,2706,1.61,103.36,19.7,Low
img-233.jpg,200,152,30400,1.316,154.5,45.99,Medium
img-233.jpg,64,42,2688,1.524,142.5,38.96,Low
img-234.jpg,112,80,8960,1.4,153.65,36.68,Medium
img-235.jpg,275,267,73425,1.03,138.19,30.23,Low
img-236.jpg,163,119,19397,1.37,146.67,52.81,Low
img-236.jpg,115,75,8625,1.533,183.55,24.48,Low
img-236.jpg,221,196,43316,1.128,158.19,41.11,Low
img-237.jpg,258,206,53148,1.252,146.34,40.03,High
img-237.jpg,120,82,9840,1.463,126.35,39.76,Low
img-237.jpg,65,43,2795,1.512,147.31,31.86,Low
img-237.jpg,102,100,10200,1.02,144.47,22.69,Low
img-237.jpg,32,89,2848,0.36,150.32,29.53,Low
img-238.jpg,277,124,34348,2.234,143.52,32.83,Medium
img-239.jpg,223,132,29436,1.689,115.96,41.99,Medium
img-24.jpg,134,108,14472,1.241,109.58,39.17,Medium
img-24.jpg,101,60,6060,1.683,109.43,33.62,Low
img-240.jpg,175,214,37450,0.818,145.94,20.38,Medium
img-240.jpg,35,28,980,1.25,141.9,14.94,Low
img-240.jpg,36,15,540,2.4,133.45,16.5,Low
img-240.jpg,39,19,741,2.053,133.32,10.86,Low
img-241.jpg,97,58,5626,1.672,140.08,42.62,Medium
img-241.jpg,165,110,18150,1.5,140.71,42.37,Medium
img-241.jpg,150,81,12150,1.852,146.97,35.39,Low
img-241.jpg,69,36,2484,1.917,132.96,42.85,Low
img-241.jpg,170,161,27370,1.056,140.34,49.04,High
img-241.jpg,134,78,10452,1.718,130.85,36.16,Low
img-241.jpg,99,142,14058,0.697,121.97,36.97,Low
img-242.jpg,273,157,42861,1.739,138.38,47.73,Medium
img-243.jpg,220,70,15400,3.143,155.5,16.08,Medium
img-244.jpg,225,185,41625,1.216,144.63,28.36,Medium
img-244.jpg,142,113,16046,1.257,144.98,28.02,Low
img-245.jpg,163,116,18908,1.405,111.46,27.89,Medium
img-245.jpg,103,89,9167,1.157,118.67,20.2,Low
img-246.jpg,249,141,35109,1.766,147.28,30.56,Medium
img-246.jpg,160,116,18560,1.379,148.79,25.06,Low
img-247.jpg,188,122,22936,1.541,159.6,33.22,Medium
img-248.jpg,350,174,60900,2.011,144.87,18.0,Medium
img-248.jpg,139,56,7784,2.482,139.16,18.34,Low
img-248.jpg,121,39,4719,3.103,153.69,11.87,Low
img-249.jpg,253,187,47311,1.353,149.66,40.58,Medium
img-25.jpg,382,224,85568,1.705,124.62,54.43,Medium
img-250.jpg,490,207,101430,2.367,145.72,31.72,Medium
img-251.jpg,364,232,84448,1.569,141.71,23.9,Medium
img-252.jpg,192,86,16512,2.233,143.07,41.8,Medium
img-252.jpg,121,73,8833,1.658,126.45,43.65,Medium
img-252.jpg,184,121,22264,1.521,107.92,32.03,Medium
img-253.jpg,359,94,33746,3.819,147.79,25.62,Medium
img-254.jpg,249,144,35856,1.729,102.4,38.07,Medium
img-255.jpg,137,56,7672,2.446,143.07,20.19,Medium
img-256.jpg,159,190,30210,0.837,145.78,32.82,Medium
img-256.jpg,96,98,9408,0.98,147.11,26.8,Medium
img-257.jpg,154,195,30030,0.79,145.35,21.36,Medium
img-257.jpg,61,35,2135,1.743,147.15,26.6,Low
img-258.jpg,205,105,21525,1.952,107.85,47.26,Medium
img-259.jpg,215,170,36550,1.265,174.16,24.74,Medium
img-259.jpg,63,58,3654,1.086,187.66,20.49,Low
img-26.jpg,146,115,16790,1.27,136.08,16.79,Medium
img-26.jpg,58,49,2842,1.184,138.56,27.31,Low
img-260.jpg,252,106,26712,2.377,164.04,31.54,Medium
img-261.jpg,270,158,42660,1.709,152.49,28.89,Medium
img-262.jpg,101,86,8686,1.174,148.43,18.93,Medium
img-263.jpg,216,121,26136,1.785,151.87,29.76,Medium
img-264.jpg,286,186,53196,1.538,85.08,35.11,Medium
img-265.jpg,74,63,4662,1.175,151.93,29.26,Low
img-265.jpg,242,122,29524,1.984,154.11,28.77,Medium
img-265.jpg,160,105,16800,1.524,156.4,24.13,Low
img-266.jpg,237,158,37446,1.5,110.09,25.01,Medium
img-266.jpg,59,47,2773,1.255,109.06,21.71,Low
img-267.jpg,114,75,8550,1.52,139.98,19.94,Low
img-267.jpg,122,164,20008,0.744,139.95,19.86,Medium
img-267.jpg,194,142,27548,1.366,139.1,18.9,Low
img-267.jpg,113,35,3955,3.229,142.08,20.3,Medium
img-268.jpg,236,219,51684,1.078,152.68,35.5,High
img-269.jpg,108,112,12096,0.964,152.2,40.81,Medium
img-269.jpg,59,56,3304,1.054,159.33,44.88,Low
img-27.jpg,93,83,7719,1.12,159.82,35.07,Medium
img-270.jpg,147,93,13671,1.581,112.56,22.81,Medium
img-270.jpg,135,54,7290,2.5,101.99,17.98,Low
img-271.jpg,363,164,59532,2.213,112.52,31.13,High
img-272.jpg,206,117,24102,1.761,119.56,45.54,Medium
img-272.jpg,142,77,10934,1.844,94.32,18.8,Low
img-273.jpg,152,64,9728,2.375,131.02,40.09,Medium
img-273.jpg,559,142,79378,3.937,117.56,16.59,Low
img-274.jpg,122,58,7076,2.103,142.95,16.86,Low
img-274.jpg,230,83,19090,2.771,145.56,17.36,Medium
img-274.jpg,160,69,11040,2.319,144.05,16.12,Low
img-275.jpg,313,167,52271,1.874,150.29,28.42,Medium
img-276.jpg,219,176,38544,1.244,156.95,33.38,Medium
img-277.jpg,142,80,11360,1.775,110.68,39.0,Medium
img-278.jpg,91,111,10101,0.82,138.1,50.34,Medium
img-278.jpg,91,120,10920,0.758,135.6,48.68,Medium
img-279.jpg,139,126,17514,1.103,105.87,42.68,Medium
img-28.jpg,163,133,21679,1.226,163.31,28.76,Medium
img-28.jpg,67,64,4288,1.047,162.65,24.09,Low
img-28.jpg,71,45,3195,1.578,157.14,27.33,Medium
img-28.jpg,74,77,5698,0.961,142.8,30.89,Low
img-280.jpg,206,158,32548,1.304,130.2,40.67,Medium
img-281.jpg,417,157,65469,2.656,111.5,48.66,Medium
img-282.jpg,156,136,21216,1.147,145.4,22.14,Medium
img-282.jpg,89,87,7743,1.023,137.4,21.86,Low
img-283.jpg,212,153,32436,1.386,145.71,20.27,Medium
img-283.jpg,55,50,2750,1.1,153.18,15.2,Low
img-283.jpg,108,47,5076,2.298,145.59,14.54,Low
img-284.jpg,200,167,33400,1.198,117.42,37.76,Medium
img-284.jpg,85,174,14790,0.489,121.72,40.81,Low
img-285.jpg,214,205,43870,1.044,176.02,29.85,Medium
img-286.jpg,91,46,4186,1.978,87.37,39.16,High
img-286.jpg,55,22,1210,2.5,84.75,47.52,High
img-286.jpg,20,15,300,1.333,110.42,45.95,Medium
img-287.jpg,338,192,64896,1.76,124.0,72.57,High
img-288.jpg,66,40,2640,1.65,90.15,45.54,Medium
img-288.jpg,55,25,1375,2.2,106.14,38.18,Medium
img-288.jpg,30,16,480,1.875,110.28,57.83,Low
img-288.jpg,94,45,4230,2.089,77.98,45.9,Medium
img-288.jpg,109,50,5450,2.18,100.66,45.5,Low
img-289.jpg,107,116,12412,0.922,122.42,48.41,High
img-29.jpg,154,115,17710,1.339,179.48,32.73,Low
img-29.jpg,71,56,3976,1.268,156.99,32.24,Low
img-290.jpg,532,146,77672,3.644,62.3,49.0,High
img-291.jpg,323,112,36176,2.884,93.43,31.45,Medium
img-292.jpg,159,101,16059,1.574,95.53,40.0,High
img-292.jpg,43,16,688,2.688,96.61,36.96,Medium
img-292.jpg,39,7,273,5.571,97.18,47.8,Medium
img-293.jpg,103,50,5150,2.06,154.2,69.72,High
img-293.jpg,47,16,752,2.938,174.27,50.07,Medium
img-293.jpg,59,20,1180,2.95,124.76,34.09,Low
img-293.jpg,72,30,2160,2.4,80.29,19.59,Low
img-294.jpg,79,40,3160,1.975,103.85,35.52,High
img-294.jpg,36,18,648,2.0,89.87,34.42,High
img-294.jpg,16,11,176,1.455,105.32,24.18,Low
img-294.jpg,16,8,128,2.0,90.45,21.21,Low
img-295.jpg,398,158,62884,2.519,108.33,62.58,High
img-296.jpg,495,281,139095,1.762,103.53,60.66,High
img-297.jpg,38,19,722,2.0,199.59,37.31,Low
img-297.jpg,33,18,594,1.833,155.56,40.28,Low
img-297.jpg,42,14,588,3.0,174.88,40.85,Medium
img-297.jpg,150,47,7050,3.191,169.92,62.44,Medium
img-297.jpg,318,97,30846,3.278,164.4,65.47,Medium
img-298.jpg,117,44,5148,2.659,112.8,57.69,High
img-298.jpg,67,30,2010,2.233,137.03,61.47,Medium
img-299.jpg,116,84,9744,1.381,131.17,49.99,High
img-299.jpg,204,168,34272,1.214,129.0,49.43,High
img-299.jpg,163,73,11899,2.233,159.15,38.84,Low
img-3.jpg,224,204,45696,1.098,140.9,26.95,Medium
img-30.jpg,190,231,43890,0.823,152.4,35.54,High
img-30.jpg,44,61,2684,0.721,145.35,29.23,Low
img-30.jpg,48,45,2160,1.067,154.56,34.18,Low
img-300.jpg,230,42,9660,5.476,74.27,42.79,High
img-300.jpg,145,17,2465,8.529,63.68,41.24,High
